employee_id,store_id,employee_name,role,hourly_wage_mxn,max_weekly_hours
E00906,S012,Clara Valdivia,Floor,70,48
E00907,S012,Srita. Silvia Montero,Cashier,75,48
E00908,S012,Lilia Jaimes,Stock,65,48
E00909,S012,Isabela Contreras,Floor,70,48
E00910,S012,Modesto Adalberto Lucio,Customer Service,85,48
E00911,S012,Frida Diana Burgos,Cashier,75,48
E00912,S012,Víctor Díaz de la Garza,Floor,70,48
E00913,S012,Ing. Eric Sierra,Floor,70,48
E00914,S012,Lic. Luis Páez,Floor,70,48
E00915,S012,Jesús Lerma,Cashier,75,48
E00916,S012,Ing. Esperanza Paredes,Floor,70,48
E00917,S012,Aldo Humberto Quintanilla,Cashier,75,48
E00918,S012,Sr. Jos Barrios,Customer Service,85,48
E00919,S012,María Elena Candelaria Solorio,Stock,65,48
E00920,S012,Carla Estefanía Juárez Salcido,Customer Service,85,48
E00921,S012,Susana Guillermina Olivas Marrero,Floor,70,48
E00922,S012,Nicolás Adalberto Quiñones Preciado,Stock,65,48
E00923,S012,Alberto Ramos,Stock,65,48
E00924,S012,Sr. José Carlos Merino,Floor,70,48
E00925,S012,Leonor Alfaro Rolón,Floor,70,48
E00926,S012,Manuel Zeferino Alva,Cashier,75,48
E00927,S012,Eugenio Saiz Corral,Cashier,75,48
E00928,S012,Mateo Adán Contreras,Cashier,75,48
E00929,S012,Cristal Ofelia Niño Valles,Cashier,75,48
E00930,S012,Dr. Germán Valles,Stock,65,48
E00931,S012,Alejandra de Anda Jurado,Supervisor,120,48
E00932,S012,Agustín Lorenzo Mora de la O,Floor,70,48
E00933,S012,Ing. José María Cabrera,Cashier,75,48
E00934,S012,Gabino Ernesto Toledo Villagómez,Floor,70,48
E00935,S012,Marcela Pabón Jimínez,Supervisor,120,48
E00936,S012,Isabela Delia Sisneros,Floor,70,48
E00937,S012,Pascual Orta,Cashier,75,48
E00938,S012,Eloisa Cordero Rosado,Floor,70,48
E00939,S012,Irene Estela Corona Casárez,Floor,70,48
E00940,S012,Srita. Mónica Zedillo,Stock,65,48
E00941,S012,Maximiliano Mauro Barela Sarabia,Cashier,75,48
E00942,S012,Abel Domínguez Contreras,Supervisor,120,48
E00943,S012,Sra. Amalia Ontiveros,Cashier,75,48
E00944,S012,Carmen Daniela Beltrán,Stock,65,48
E00945,S012,Margarita Minerva Rocha,Stock,65,48
E00946,S012,Carla Mares,Cashier,75,48
E00947,S012,Paulina Zedillo,Floor,70,48
E00948,S012,Abel Daniel Urbina Polanco,Stock,65,48
E00949,S012,Nelly Araceli Solorio,Floor,70,48
E00950,S012,Victoria Méndez,Floor,70,48
E00951,S012,Noemí Aurora Calvillo,Floor,70,48
E00952,S012,Elsa Cecilia Rael,Customer Service,85,48
E00953,S012,Dr. Francisco Garay,Cashier,75,48
E00954,S012,Carla Abril Concepción Chacón,Floor,70,48
E00955,S012,Lic. Esther Montoya,Cashier,75,48
E00956,S012,Úrsula Peres Altamirano,Floor,70,48
E00957,S012,Elias Solorio Dávila,Cashier,75,48
E00958,S012,Sr. Augusto Galarza,Cashier,75,48
E00959,S012,Sr. Julio César Griego,Cashier,75,48
E00960,S012,Dr. Juan Carlos Esquivel,Floor,70,48
E00961,S013,Jos Gonzalo Concepción,Cashier,75,48
E00962,S013,Sra. Berta Peña,Cashier,75,48
E00963,S013,Srita. Magdalena Vélez,Stock,65,48
E00964,S013,Margarita Cecilia Figueroa Valadez,Cashier,75,48
E00965,S013,Mitzy Cecilia Becerra,Floor,70,48
E00966,S013,Gilberto David Sevilla,Cashier,75,48
E00967,S013,Jaime Holguín,Floor,70,48
E00968,S013,Lic. Abelardo Colón,Floor,70,48
E00969,S013,Ing. Sara Correa,Stock,65,48
E00970,S013,Dolores Zelaya,Customer Service,85,48
E00971,S013,Vanesa Concepción Mercado,Supervisor,120,48
E00972,S013,Carolina Esparza,Supervisor,120,48
E00973,S013,Esther María Cristina Juárez,Floor,70,48
E00974,S013,Susana Cynthia Benavídez Casárez,Floor,70,48
E00975,S013,Flavio Pablo Ocampo García,Cashier,75,48
E00976,S013,Hugo Israel Cabán Cruz,Stock,65,48
E00977,S013,Abril Elvira Carreón,Supervisor,120,48
E00978,S013,Ruby Isabel Aguayo Pineda,Stock,65,48
E00979,S013,Eugenio de Anda Aparicio,Cashier,75,48
E00980,S013,Natalia Nava Roldán,Floor,70,48
E00981,S013,Srita. Cynthia Patiño,Floor,70,48
E00982,S013,Irma Elena Villareal Ocampo,Floor,70,48
E00983,S013,Mónica Mendoza Llamas,Cashier,75,48
E00984,S013,Esmeralda Ayala,Cashier,75,48
E00985,S013,Mónica Bermúdez,Floor,70,48
E00986,S013,Hilda Victoria Monroy Rael,Cashier,75,48
E00987,S013,Luz María Elena Urías Carbajal,Cashier,75,48
E00988,S013,Espartaco Leonel Noriega Partida,Floor,70,48
E00989,S013,Dra. Norma Núñez,Floor,70,48
E00990,S013,David Lozada Arellano,Floor,70,48
E00991,S013,Darío Rufino Carvajal,Cashier,75,48
E00992,S013,Aldo Abelardo Maestas,Supervisor,120,48
E00993,S013,Ramiro Renato Mares Pedroza,Floor,70,48
E00994,S013,Zeferino Zelaya Nieves,Stock,65,48
E00995,S013,Mariana Romo,Cashier,75,48
E00996,S013,Aida Monroy Barrientos,Stock,65,48
E00997,S013,Nancy María Luisa Vaca Estévez,Stock,65,48
E00998,S013,Adán Quintero,Customer Service,85,48
E00999,S013,Helena Espinoza,Stock,65,48
E01000,S013,Eugenio Meraz Montalvo,Floor,70,48
E01001,S013,Sra. Adriana Pantoja,Cashier,75,48
E01002,S013,Ing. Ramón Polanco,Floor,70,48
E01003,S013,Marco Antonio Cardenas,Supervisor,120,48
E01004,S013,Daniel Luis Manuel de Anda Caballero,Stock,65,48
E01005,S013,Barbara Magdalena Escamilla,Cashier,75,48
E01006,S013,Reynaldo Ballesteros,Floor,70,48
E01007,S013,Teresa Pacheco,Stock,65,48
E01008,S013,María José Linda Fernández Benavídez,Floor,70,48
E01009,S013,Alfonso Alarcón,Stock,65,48
E01010,S013,Sra. Diana Alba,Supervisor,120,48
E01011,S013,Diego Figueroa Madrigal,Stock,65,48
E01012,S013,Abril Judith Leal Navarrete,Floor,70,48
E01013,S013,Abelardo Riojas,Floor,70,48
E01014,S013,Esteban José María Cabrera Padilla,Floor,70,48
E01015,S013,Dr. Renato Pedraza,Floor,70,48
E01016,S013,Nancy Ponce Fajardo,Supervisor,120,48
E01017,S013,Salma Zoé Ramón Alcántar,Stock,65,48
E01018,S013,Rubén Emilio Martínez Tafoya,Stock,65,48
E01019,S013,Amalia de Jesús Véliz,Stock,65,48
E01020,S013,Abigail Beatriz Chávez,Supervisor,120,48
E01021,S013,Isaac David Zelaya,Stock,65,48
E01022,S013,Dr. Abelardo del Río,Cashier,75,48
E01023,S013,Ing. Diana Godínez,Customer Service,85,48
E01024,S013,Gregorio Arreola,Cashier,75,48
E01025,S013,Juana Alejandra Amador Granados,Floor,70,48
E01026,S013,Sofía Nancy Rincón Figueroa,Customer Service,85,48
E01027,S013,Esperanza Amalia Uribe,Supervisor,120,48
E01028,S013,Liliana Guzmán,Floor,70,48
E01029,S013,Dra. Aurora Vargas,Floor,70,48
E01030,S013,Judith Conchita Aguirre Ulibarri,Supervisor,120,48
E01031,S013,Enrique Téllez,Stock,65,48
E01032,S013,Vicente Tomás Chávez,Customer Service,85,48
E01033,S013,Abelardo Rentería,Cashier,75,48
E01034,S013,Reynaldo José Emilio Calderón Alvarez,Cashier,75,48
E01035,S013,Amalia Perla Sanches,Stock,65,48
E01036,S013,José Eduardo Olvera,Floor,70,48
E01037,S013,Mateo Germán Cervantes Alcaraz,Floor,70,48
E01038,S013,Esparta Aguilera,Floor,70,48
E01039,S013,Homero Núñez,Floor,70,48
E01040,S013,Armando Vela Borrego,Floor,70,48
E01041,S014,Delia Minerva Vázquez,Floor,70,48
E01042,S014,Srita. Nelly Palomino,Cashier,75,48
E01043,S014,Ruby Marisol Menchaca Sevilla,Stock,65,48
E01044,S014,Cecilia Nayeli Sanches Avilés,Cashier,75,48
E01045,S014,Hermelinda Irizarry,Floor,70,48
E01046,S014,Humberto Tirado,Cashier,75,48
E01047,S014,Gilberto Manuel Acevedo Segovia,Floor,70,48
E01048,S014,Sr. Gerardo Enríquez,Supervisor,120,48
E01049,S014,Diana Leal Zelaya,Cashier,75,48
E01050,S014,Maximiliano Jaime Feliciano,Floor,70,48
E01051,S014,Lic. Gloria Montalvo,Customer Service,85,48
E01052,S014,Ernesto Cervantes Sanches,Cashier,75,48
E01053,S014,Ing. Aurelio Zaragoza,Customer Service,85,48
E01054,S014,Zacarías Gilberto Castillo,Stock,65,48
E01055,S014,Jorge Luis Jerónimo Salazar,Supervisor,120,48
E01056,S014,Yeni Alma Baca Alejandro,Floor,70,48
E01057,S014,Adriana Rivera Pulido,Floor,70,48
E01058,S014,Josefina María Cristina Muro Nevárez,Cashier,75,48
E01059,S014,Aurora Rebeca Garrido Rivero,Cashier,75,48
E01060,S014,Zacarías Benito Urbina,Cashier,75,48
E01061,S014,Rosa Luz Mena,Stock,65,48
E01062,S014,Miguel Ángel Caraballo Montes,Floor,70,48
E01063,S014,Eduardo Aguilar,Stock,65,48
E01064,S014,Arturo Oswaldo Saavedra Treviño,Cashier,75,48
E01065,S014,Sra. Judith Laboy,Supervisor,120,48
E01066,S014,Carla Pizarro Bravo,Cashier,75,48
E01067,S014,Horacio Guerra,Floor,70,48
E01068,S014,Abigail Gamboa Mireles,Customer Service,85,48
E01069,S014,Javier Amador Almanza Montero,Stock,65,48
E01070,S014,Óliver Emilio Loera,Cashier,75,48
E01071,S014,Nadia Amalia Dueñas Zelaya,Cashier,75,48
E01072,S014,Ramón Evelio Naranjo Batista,Supervisor,120,48
E01073,S014,Cecilia Arcelia Gaytán,Floor,70,48
E01074,S014,Ramón José Luis Ballesteros Jasso,Stock,65,48
E01075,S014,Nelly Guadalupe Esquibel Calvillo,Cashier,75,48
E01076,S014,Marco Antonio Grijalva,Supervisor,120,48
E01077,S014,Ing. José Carlos Irizarry,Stock,65,48
E01078,S014,Gustavo Pacheco,Cashier,75,48
E01079,S014,Ing. Marco Antonio Lovato,Stock,65,48
E01080,S014,Elsa Aguirre de la Torre,Cashier,75,48
E01081,S014,Úrsula Avilés,Cashier,75,48
E01082,S014,Adán Rivera Alonso,Floor,70,48
E01083,S014,Elena Luisa Esquibel Córdova,Floor,70,48
E01084,S014,Judith Violeta Zelaya Rodarte,Floor,70,48
E01085,S014,José Eduardo Loya Ortiz,Floor,70,48
E01086,S014,Laura Adriana Delgado Centeno,Cashier,75,48
E01087,S014,Enrique Rodolfo Ramírez,Floor,70,48
E01088,S014,Yeni Rojas,Customer Service,85,48
E01089,S014,Abigail Pamela Barraza Serrato,Cashier,75,48
E01090,S014,Angélica Caridad Barragán Cardona,Customer Service,85,48
E01091,S014,Maximiliano Sergio Quiñónez Burgos,Supervisor,120,48
E01092,S014,Lic. Liliana Mendoza,Stock,65,48
E01093,S014,Emilio Quintanilla,Cashier,75,48
E01094,S014,Trinidad Lucía Nieves,Floor,70,48
E01095,S014,Lic. Esteban Bustamante,Stock,65,48
E01096,S014,Daniela Sandra Vela,Supervisor,120,48
E01097,S014,Cornelio Isaac Valadez,Floor,70,48
E01098,S014,Héctor Felipe Montenegro,Cashier,75,48
E01099,S014,Germán Ordóñez,Cashier,75,48
E01100,S014,Araceli Josefina Polanco Leal,Stock,65,48
E01101,S014,Clemente Montez,Customer Service,85,48
E01102,S014,Alicia Rosales Lucero,Cashier,75,48
E01103,S014,Srita. Gloria Arguello,Stock,65,48
E01104,S014,Alta  Gracia Tania Leiva Mesa,Cashier,75,48
E01105,S014,Ing. Abigail Pulido,Floor,70,48
E01106,S014,Porfirio Vigil,Floor,70,48
E01107,S014,Germán Carlos Cardona Lucero,Stock,65,48
E01108,S014,Germán Valdivia Galván,Supervisor,120,48
E01109,S014,María José Zaragoza,Cashier,75,48
E01110,S014,Octavio Patricio de Anda Carrera,Stock,65,48
E01111,S014,Ing. Jaqueline Rascón,Floor,70,48
E01112,S014,Reynaldo Federico Alva Estévez,Supervisor,120,48
E01113,S014,Adela Ruiz Leyva,Floor,70,48
E01114,S014,Dr. Armando Olivares,Customer Service,85,48
E01115,S014,Karla Delgadillo,Floor,70,48
E01116,S014,Lic. Víctor Díaz,Cashier,75,48
E01117,S014,Serafín Santillán Miramontes,Stock,65,48
E01118,S014,Isabela Díaz,Cashier,75,48
E01119,S014,Aurora Amelia Mascareñas,Cashier,75,48
E01120,S014,Patricia Micaela Trejo Sandoval,Cashier,75,48
E01121,S015,Lic. Rubén Pacheco,Floor,70,48
E01122,S015,Dr. Silvano Amaya,Stock,65,48
E01123,S015,Gustavo Arturo Olivera,Floor,70,48
E01124,S015,Javier del Río,Floor,70,48
E01125,S015,Lic. Samuel Ayala,Floor,70,48
E01126,S015,Esmeralda Hermelinda Posada Alonzo,Stock,65,48
E01127,S015,Dra. Adriana Riojas,Floor,70,48
E01128,S015,Renato Enrique Arriaga,Stock,65,48
E01129,S015,Cornelio Collazo Báez,Floor,70,48
E01130,S015,Genaro Serafín Alonso,Cashier,75,48
E01131,S015,Inés Luevano Lara,Cashier,75,48
E01132,S015,Mayte Marisol Gallardo,Cashier,75,48
E01133,S015,Amador Fidel Benavides Nazario,Floor,70,48
E01134,S015,Srita. Adela Carrero,Cashier,75,48
E01135,S015,Elvira Concepción,Customer Service,85,48
E01136,S015,Verónica Márquez Villalobos,Floor,70,48
E01137,S015,Felipe Pichardo Tovar,Cashier,75,48
E01138,S015,Leonel Lucas Abreu,Floor,70,48
E01139,S015,Lorena Linda Quiñónez Campos,Supervisor,120,48
E01140,S015,Estefanía Aldonza Fierro,Supervisor,120,48
E01141,S015,Ing. Ramiro Ceja,Stock,65,48
E01142,S015,Violeta Villanueva,Cashier,75,48
E01143,S015,Dra. Karina Marín,Stock,65,48
E01144,S015,René Carrión,Stock,65,48
E01145,S015,Aldo Luis Manuel Ávila Gallardo,Cashier,75,48
E01146,S015,Ilse Carbajal,Cashier,75,48
E01147,S015,Estefanía Arellano Muro,Floor,70,48
E01148,S015,Sra. Irene Rodarte,Stock,65,48
E01149,S015,Dra. Nancy Rocha,Floor,70,48
E01150,S015,Miguel Vigil Tórrez,Customer Service,85,48
E01151,S015,Úrsula Blanca Romo Carmona,Supervisor,120,48
E01152,S015,Daniela Karla Esparza,Stock,65,48
E01153,S015,Reynaldo Gonzalo Cotto,Customer Service,85,48
E01154,S015,Olivia Villalpando,Cashier,75,48
E01155,S015,Francisco Ávila,Floor,70,48
E01156,S015,Lic. Enrique Apodaca,Customer Service,85,48
E01157,S015,Genaro Robles Fajardo,Stock,65,48
E01158,S015,Jacinto Aguayo,Cashier,75,48
E01159,S015,Sara Leiva Zambrano,Stock,65,48
E01160,S015,Lucía Bianca Ayala Verdugo,Cashier,75,48
E01161,S015,Sra. Sofía Valdez,Cashier,75,48
E01162,S015,Cynthia Baeza,Customer Service,85,48
E01163,S015,Cornelio Jaime Cardenas,Supervisor,120,48
E01164,S015,Lic. Débora Lerma,Stock,65,48
E01165,S015,Ruby Victoria Mascareñas,Customer Service,85,48
E01166,S015,Helena Catalina Sierra Téllez,Cashier,75,48
E01167,S015,Roberto de León,Stock,65,48
E01168,S015,Camilo Carrión,Floor,70,48
E01169,S015,Juan Carlos Murillo Preciado,Cashier,75,48
E01170,S015,Julia Dulce María Porras,Supervisor,120,48
E01171,S015,Elvia Quintero Sotelo,Floor,70,48
E01172,S015,Claudio Marco Antonio Ríos Quiñónez,Customer Service,85,48
E01173,S015,Lic. Armando Quiñones,Cashier,75,48
E01174,S015,Adán Gerónimo Escobedo,Cashier,75,48
E01175,S015,Gonzalo Andrés Carrera,Floor,70,48
E01176,S015,César Bahena,Stock,65,48
E01177,S015,Héctor Marco Antonio Orta,Floor,70,48
E01178,S015,Leonel Montenegro Esparza,Stock,65,48
E01179,S015,Ariadna Lilia Quiñónez Lira,Supervisor,120,48
E01180,S015,Cornelio Mariano Grijalva Trejo,Cashier,75,48
E01181,S015,Ing. Andrea Paredes,Cashier,75,48
E01182,S015,Blanca Angélica Valdés Zedillo,Cashier,75,48
E01183,S015,Abraham Renato Henríquez,Floor,70,48
E01184,S015,Guadalupe Eloisa Mora Gallegos,Supervisor,120,48
E01185,S015,Mauricio Agustín Tovar,Customer Service,85,48
E01186,S015,Miguel Ángel Felix Leiva Olivera,Customer Service,85,48
E01187,S015,Gonzalo Maximiliano López Ayala,Stock,65,48
E01188,S015,Sra. Delia Partida,Floor,70,48
E01189,S015,Cristobal Domínguez Figueroa,Cashier,75,48
E01190,S015,Andrés Rojas Oquendo,Cashier,75,48
E01191,S015,Carolina Tania Ceja,Cashier,75,48
E01192,S015,Tomás Evelio Saavedra,Stock,65,48
E01193,S015,Sandra Alta  Gracia Tello,Customer Service,85,48
E01194,S015,Claudio Posada,Floor,70,48
E01195,S015,Elsa Magdalena Yáñez,Floor,70,48
E01196,S015,Lic. Federico Ruiz,Floor,70,48
E01197,S015,Verónica Rendón Almanza,Floor,70,48
E01198,S015,Mayte María Teresa Barrera,Floor,70,48
E01199,S015,Sra. Cristal de la Garza,Cashier,75,48
E01200,S015,Lic. Jacinto Mondragón,Cashier,75,48
E01201,S016,Ing. Benjamín Velasco,Customer Service,85,48
E01202,S016,Enrique de la Rosa Véliz,Stock,65,48
E01203,S016,Amalia Vigil,Floor,70,48
E01204,S016,Karla Elisa Ramos Cedillo,Stock,65,48
E01205,S016,Jaqueline Ordóñez Saiz,Cashier,75,48
E01206,S016,Lic. José Carlos Quiñones,Floor,70,48
E01207,S016,Ing. Juan Reyes,Cashier,75,48
E01208,S016,Lic. María Luisa Olivas,Cashier,75,48
E01209,S016,Dulce Pamela Sepúlveda,Floor,70,48
E01210,S016,Elena Elvia Cotto,Customer Service,85,48
E01211,S016,Concepción Elvira Posada,Cashier,75,48
E01212,S016,Gabino Jacinto Chavarría,Supervisor,120,48
E01213,S016,Mauricio Wilfrido Farías del Valle,Supervisor,120,48
E01214,S016,Carlota Yuridia del Valle Grijalva,Cashier,75,48
E01215,S016,Frida Laura Briseño,Floor,70,48
E01216,S016,Lic. Martha Reyes,Supervisor,120,48
E01217,S016,José Manuél José Eduardo Briseño Bernal,Stock,65,48
E01218,S016,Natividad Magdalena Bahena,Floor,70,48
E01219,S016,Eugenio Flores Barrera,Cashier,75,48
E01220,S016,Rufino Ceja,Cashier,75,48
E01221,S016,Dra. Liliana Rivera,Supervisor,120,48
E01222,S016,Marisela Gallardo Garza,Cashier,75,48
E01223,S016,Estela Carolina Marrero,Cashier,75,48
E01224,S016,Lic. Homero Fuentes,Stock,65,48
E01225,S016,Pedro Eduardo Vela,Customer Service,85,48
E01226,S016,Mayte Abril Gurule,Customer Service,85,48
E01227,S016,Jonás Ferrer,Stock,65,48
E01228,S016,Mónica Cisneros Balderas,Stock,65,48
E01229,S016,Jaime Antonio Chacón,Stock,65,48
E01230,S016,Mónica Nancy Cortés Carrasco,Stock,65,48
E01231,S016,Sra. Rebeca Grijalva,Floor,70,48
E01232,S016,Lilia Tapia Alcala,Cashier,75,48
E01233,S016,Srita. Miriam Solano,Cashier,75,48
E01234,S016,Ing. Julio Santiago,Floor,70,48
E01235,S016,Yeni Ilse Palacios Tamayo,Cashier,75,48
E01236,S016,Delia Mitzy Trujillo,Stock,65,48
E01237,S016,Ing. Mariana Rincón,Customer Service,85,48
E01238,S016,Luz Gonzales,Floor,70,48
E01239,S016,Iván Jurado Sauceda,Stock,65,48
E01240,S016,Javier Leonardo Uribe,Supervisor,120,48
E01241,S016,Nicolás Esquivel,Cashier,75,48
E01242,S016,Esperanza Bustos Olivo,Stock,65,48
E01243,S016,Gerardo Ureña Mota,Stock,65,48
E01244,S016,Sr. Porfirio Aguilar,Cashier,75,48
E01245,S016,Luis Miguel Cervantes Cisneros,Supervisor,120,48
E01246,S016,Florencia Rosa Velásquez Rentería,Floor,70,48
E01247,S016,Francisco Javier Madrid,Floor,70,48
E01248,S016,Clara Guillermina Duarte Ibarra,Stock,65,48
E01249,S016,Gonzalo Emilio Sisneros Estévez,Cashier,75,48
E01250,S016,Trinidad Amelia Valenzuela Hinojosa,Supervisor,120,48
E01251,S016,Lic. José Luis Guzmán,Floor,70,48
E01252,S016,Jorge Luis Mario Rael,Floor,70,48
E01253,S016,Ing. Felipe Rosario,Floor,70,48
E01254,S016,Srita. Anabel Ramón,Cashier,75,48
E01255,S016,Reina Sofía Sosa Casas,Floor,70,48
E01256,S016,Dra. Isabela Mena,Stock,65,48
E01257,S016,Marcela Virginia Maldonado,Cashier,75,48
E01258,S016,Caridad Abril del Río Rendón,Cashier,75,48
E01259,S016,Elvia Caridad Juárez,Cashier,75,48
E01260,S016,Magdalena Cintrón,Cashier,75,48
E01261,S016,Daniela Espinosa Montañez,Floor,70,48
E01262,S016,Abel José Luis Ocampo Limón,Cashier,75,48
E01263,S016,Esther de Jesús Roybal,Cashier,75,48
E01264,S016,Carla Mercedes Estrada Centeno,Floor,70,48
E01265,S016,Laura Mireles Rendón,Cashier,75,48
E01266,S016,María José Menchaca,Stock,65,48
E01267,S016,Zeferino Reséndez Matos,Floor,70,48
E01268,S016,Zeferino Montenegro,Cashier,75,48
E01269,S016,Ing. Marcos Briseño,Floor,70,48
E01270,S016,José Eduardo Arturo Córdova Ponce,Floor,70,48
E01271,S016,Sr. Pedro Aguirre,Stock,65,48
E01272,S016,Lic. Augusto Hinojosa,Stock,65,48
E01273,S016,Hilda Tijerina Uribe,Stock,65,48
E01274,S016,Gustavo Francisco Javier Irizarry Hidalgo,Floor,70,48
E01275,S016,Marcos Irizarry,Stock,65,48
E01276,S016,Marisela Tórrez Iglesias,Supervisor,120,48
E01277,S016,Cornelio Zavala,Customer Service,85,48
E01278,S016,Ing. Helena Valverde,Cashier,75,48
E01279,S016,Arcelia Ortega Aranda,Stock,65,48
E01280,S016,Rubén Pelayo Solís,Floor,70,48
E01281,S017,Dra. Aida Jaramillo,Supervisor,120,48
E01282,S017,Sra. Josefina Madrid,Floor,70,48
E01283,S017,Srita. Amanda Montemayor,Floor,70,48
E01284,S017,Ing. María Rentería,Stock,65,48
E01285,S017,Sra. Antonia Tórrez,Cashier,75,48
E01286,S017,Dra. Wendolin Vázquez,Cashier,75,48
E01287,S017,Pedro Federico Ortiz Córdova,Cashier,75,48
E01288,S017,Lic. Enrique Nevárez,Floor,70,48
E01289,S017,Iván Joaquín Rentería Salas,Floor,70,48
E01290,S017,Claudia Esmeralda Corrales,Stock,65,48
E01291,S017,Homero Barreto Gaitán,Supervisor,120,48
E01292,S017,Noelia Correa Samaniego,Floor,70,48
E01293,S017,Javier Ayala,Stock,65,48
E01294,S017,Iván Germán García,Stock,65,48
E01295,S017,Natalia Ayala Lira,Floor,70,48
E01296,S017,Martha Leonor Tafoya Espinosa,Supervisor,120,48
E01297,S017,Raúl Manuel Flórez,Stock,65,48
E01298,S017,Alberto Gustavo Zelaya,Customer Service,85,48
E01299,S017,Nicolás Homero Laureano,Stock,65,48
E01300,S017,Sra. Carla Salazar,Customer Service,85,48
E01301,S017,Lic. Rubén Navarrete,Supervisor,120,48
E01302,S017,Eduardo Israel Villegas,Stock,65,48
E01303,S017,Alberto Aldo Ramos de la Crúz,Customer Service,85,48
E01304,S017,Mauricio Luis Manuel Guardado Sierra,Cashier,75,48
E01305,S017,Ing. Anabel Arroyo,Supervisor,120,48
E01306,S017,Isaac Lovato,Stock,65,48
E01307,S017,Augusto Paz Gutiérrez,Floor,70,48
E01308,S017,Eugenio Loya Puga,Stock,65,48
E01309,S017,Abelardo Toro,Cashier,75,48
E01310,S017,Lic. Claudia Solorzano,Stock,65,48
E01311,S017,Rebeca Valle,Supervisor,120,48
E01312,S017,Cornelio Morales Vera,Floor,70,48
E01313,S017,Eloy José Manuél Alcaraz,Stock,65,48
E01314,S017,Concepción Badillo Véliz,Floor,70,48
E01315,S017,Nicolás Zúñiga,Cashier,75,48
E01316,S017,Omar Leonel Orozco Briones,Floor,70,48
E01317,S017,Guillermina Mojica Jaime,Supervisor,120,48
E01318,S017,Isaac Iván Enríquez,Cashier,75,48
E01319,S017,Miriam Archuleta Ibarra,Customer Service,85,48
E01320,S017,Sra. Juana Naranjo,Stock,65,48
E01321,S017,Mariana Noelia Bétancourt,Cashier,75,48
E01322,S017,Lucas Gamboa Espinoza,Cashier,75,48
E01323,S017,Abigail Pineda,Floor,70,48
E01324,S017,César Ruiz Almanza,Stock,65,48
E01325,S017,Srita. Alicia Pedroza,Floor,70,48
E01326,S017,Dr. Jorge Luis Gaona,Stock,65,48
E01327,S017,Sandra Frida Riojas Villalpando,Cashier,75,48
E01328,S017,Mauricio Víctor Apodaca Barrera,Stock,65,48
E01329,S017,Dolores Yáñez,Stock,65,48
E01330,S017,Samuel Valenzuela Garza,Floor,70,48
E01331,S017,Clara Caridad Armenta Lira,Floor,70,48
E01332,S017,Nancy Bianca Frías,Stock,65,48
E01333,S017,Mariana Tirado,Supervisor,120,48
E01334,S017,Micaela Socorro Urías Loya,Floor,70,48
E01335,S017,Uriel Víctor Lozano,Cashier,75,48
E01336,S017,Sr. Héctor Coronado,Floor,70,48
E01337,S017,Fabiola Paredes Carreón,Cashier,75,48
E01338,S017,José Carlos Villaseñor,Stock,65,48
E01339,S017,Pilar Cecilia Roybal,Floor,70,48
E01340,S017,Ing. Gustavo Altamirano,Stock,65,48
E01341,S017,Camilo Amador Espino Cardenas,Stock,65,48
E01342,S017,Dr. Alfredo Pérez,Cashier,75,48
E01343,S017,Elvia Hilda Véliz,Stock,65,48
E01344,S017,Esteban Mauro Tijerina,Stock,65,48
E01345,S017,Srita. Elvira Martínez,Customer Service,85,48
E01346,S017,Gilberto Benjamín Batista,Floor,70,48
E01347,S017,Amanda Helena Aguilera,Customer Service,85,48
E01348,S017,Óscar Lebrón Riojas,Floor,70,48
E01349,S017,Sr. Óliver Cardenas,Supervisor,120,48
E01350,S017,Dra. Yuridia Dueñas,Floor,70,48
E01351,S017,Antonia María Elena Hernández Correa,Cashier,75,48
E01352,S017,Ernesto Trujillo Granados,Stock,65,48
E01353,S017,Joaquín José Carlos Torres,Floor,70,48
E01354,S017,Mauro Ángel Irizarry,Cashier,75,48
E01355,S017,Sandra Suárez Quiñónez,Supervisor,120,48
E01356,S017,Wilfrido Adán Rivas Moreno,Cashier,75,48
E01357,S017,Lic. Gerardo Cervantes,Customer Service,85,48
E01358,S017,Claudio Mateo Márquez,Floor,70,48
E01359,S017,Srita. María Montez,Floor,70,48
E01360,S017,Úrsula Rivera Varela,Floor,70,48
E01361,S018,Soledad Arreola Quezada,Supervisor,120,48
E01362,S018,Lic. Arturo Ballesteros,Floor,70,48
E01363,S018,Sra. Eloisa Mota,Floor,70,48
E01364,S018,Lic. Natalia Mascareñas,Stock,65,48
E01365,S018,Salvador Mojica,Floor,70,48
E01366,S018,Jorge Eric Terrazas,Floor,70,48
E01367,S018,Ing. Iván Botello,Stock,65,48
E01368,S018,Abril Aldonza Alarcón Gaytán,Floor,70,48
E01369,S018,Jorge Bermúdez,Stock,65,48
E01370,S018,Vicente Arredondo Carranza,Cashier,75,48
E01371,S018,Juan Carlos Aparicio,Customer Service,85,48
E01372,S018,Jacobo Sosa,Cashier,75,48
E01373,S018,Ivonne Rebeca Coronado,Stock,65,48
E01374,S018,Eva Botello,Customer Service,85,48
E01375,S018,Karina Margarita Trujillo Méndez,Stock,65,48
E01376,S018,Rosalia Carolina Patiño,Stock,65,48
E01377,S018,Luis Miguel Frías,Stock,65,48
E01378,S018,Lic. Lorenzo Castillo,Cashier,75,48
E01379,S018,Karla Patricia Zúñiga,Stock,65,48
E01380,S018,Noelia Catalina Santiago,Stock,65,48
