employee_id,employee_name,store_id,role,hourly_wage_mxn,scheduled_hours,regular_hours,overtime_hours,regular_cost_mxn,overtime_penalty_cost_mxn,total_labor_cost_mxn
E00722,Sra. Ana Luisa de León,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00723,Aurelio Martínez,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00724,Abel Luevano Delgado,S010,Stock,65,56,48,8,3120,1040.0,4160.0
E00725,Gerónimo Mojica,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00726,Jerónimo Amador Soliz Saavedra,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00727,Reynaldo Niño,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00728,Hernán Terán Villegas,S010,Stock,65,56,48,8,3120,1040.0,4160.0
E00729,Itzel Nayeli Quiñones Vigil,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00730,Leonardo Polanco,S010,Stock,65,56,48,8,3120,1040.0,4160.0
E00731,Yeni Elisa Vaca,S010,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00732,Ernesto Homero Pichardo Melgar,S010,Stock,65,56,48,8,3120,1040.0,4160.0
E00733,Camila Nelly Villanueva Lebrón,S010,Stock,65,48,48,0,3120,0.0,3120.0
E00734,Gabriela Rojo,S010,Stock,65,16,16,0,1040,0.0,1040.0
E00735,Hugo Mauricio Abrego,S010,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00736,Rufino Cristian Borrego,S010,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00737,Lic. Gilberto Nájera,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00738,Lic. Héctor Cervantes,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00739,Lic. Arturo Vela,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00740,Nicolás Munguía Solano,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00741,Sra. Vanesa Vanegas,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00742,Hermelinda Orellana Galarza,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00743,Augusto Ornelas Brito,S010,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00744,Ariadna Ochoa,S010,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00745,Lic. Angélica Montoya,S010,Stock,65,8,8,0,520,0.0,520.0
E00746,Zeferino Guillermo Romero,S010,Cashier,75,56,48,8,3600,1200.0,4800.0
E00747,Alonso Vélez Sosa,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00748,Jesús Medina,S010,Cashier,75,48,48,0,3600,0.0,3600.0
E00749,Srita. Nadia Navarro,S010,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00750,Flavio Porras,S010,Floor,70,56,48,8,3360,1120.0,4480.0
E00751,Zeferino Terrazas Chacón,S010,Floor,70,48,48,0,3360,0.0,3360.0
E00752,Salvador Reynaldo Báez Sáenz,S010,Stock,65,8,8,0,520,0.0,520.0
E00754,Zoé Laureano,S010,Cashier,75,24,24,0,1800,0.0,1800.0
E00755,Isabela Carrillo Rico,S010,Cashier,75,24,24,0,1800,0.0,1800.0
E00757,Leonardo Horacio Ocampo,S010,Cashier,75,24,24,0,1800,0.0,1800.0
E00758,Eduardo Arredondo Duarte,S010,Cashier,75,8,8,0,600,0.0,600.0
E00760,Víctor Oswaldo Pedraza,S010,Cashier,75,8,8,0,600,0.0,600.0
E00761,Conchita Palacios Esparza,S010,Cashier,75,8,8,0,600,0.0,600.0
E00762,Esteban Víctor Espinoza Ledesma,S010,Floor,70,40,40,0,2800,0.0,2800.0
E00763,Estefanía Catalina Bustamante,S010,Cashier,75,8,8,0,600,0.0,600.0
E00765,Amalia Laureano Ozuna,S010,Supervisor,120,48,48,0,5760,0.0,5760.0
E00768,Lic. Felipe Godoy,S010,Supervisor,120,24,24,0,2880,0.0,2880.0
E00770,Barbara Cardenas Luevano,S010,Floor,70,24,24,0,1680,0.0,1680.0
E00771,Patricia Susana Perea Esquibel,S010,Floor,70,16,16,0,1120,0.0,1120.0
E00774,Omar Ramos Nazario,S010,Floor,70,8,8,0,560,0.0,560.0
E00776,Laura Patricia Ordóñez,S010,Floor,70,8,8,0,560,0.0,560.0
E00777,Mariano Armando Zedillo Tirado,S010,Customer Service,85,32,32,0,2720,0.0,2720.0
E00781,Lic. Camilo Trejo,S010,Floor,70,8,8,0,560,0.0,560.0
E00801,Ing. Aldo Meraz,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00802,Jacobo Tomás Rangel,S011,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00803,Abigail Caballero Pineda,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00804,Dra. Ángela Fonseca,S011,Stock,65,56,48,8,3120,1040.0,4160.0
E00805,Dr. Aurelio Otero,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00806,Abelardo Almanza Segovia,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00807,Lic. Ariadna Castañeda,S011,Stock,65,56,48,8,3120,1040.0,4160.0
E00808,Germán Iván Gurule Moya,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00809,Vanesa Andrea Olvera Moya,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00810,Tomás Carlos Brito,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00811,Dra. María Teresa Valles,S011,Stock,65,56,48,8,3120,1040.0,4160.0
E00812,Ing. Ramón Martínez,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00813,Ing. Octavio Pantoja,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00814,Dra. Zoé Mondragón,S011,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00815,Amador Barrios,S011,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00816,Sra. Magdalena Godoy,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00817,Esteban Rivera Lozano,S011,Stock,65,56,48,8,3120,1040.0,4160.0
E00818,Ing. Alberto Perea,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00819,Eduardo Armando Saiz Salgado,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00820,Óscar Armando Mares,S011,Floor,70,56,48,8,3360,1120.0,4480.0
E00821,Mauro Domínguez,S011,Floor,70,40,40,0,2800,0.0,2800.0
E00822,Estela Diana Lovato Tovar,S011,Floor,70,32,32,0,2240,0.0,2240.0
E00823,Tania Rocío Bermúdez,S011,Floor,70,16,16,0,1120,0.0,1120.0
E00824,Mauricio Bernal,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00825,María Teresa Rodríguez,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00826,Alonso Zúñiga Peres,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00827,Evelio Villareal Bermúdez,S011,Cashier,75,56,48,8,3600,1200.0,4800.0
E00828,Gonzalo Homero Alva,S011,Floor,70,8,8,0,560,0.0,560.0
E00829,Miriam Ruiz,S011,Floor,70,8,8,0,560,0.0,560.0
E00830,Yolanda Quiñónez,S011,Stock,65,48,48,0,3120,0.0,3120.0
E00831,José Carlos Maldonado,S011,Floor,70,8,8,0,560,0.0,560.0
E00832,Micaela Lourdes Cedillo,S011,Cashier,75,32,32,0,2400,0.0,2400.0
E00833,Sr. Alvaro Corral,S011,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00834,Bernabé Rafaél Torres Salinas,S011,Cashier,75,16,16,0,1200,0.0,1200.0
E00835,Jerónimo Rodríguez Alonzo,S011,Cashier,75,8,8,0,600,0.0,600.0
E00836,Ing. Micaela Tafoya,S011,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00839,Sra. Magdalena Ávalos,S011,Cashier,75,8,8,0,600,0.0,600.0
E00840,Cristian Ornelas,S011,Cashier,75,8,8,0,600,0.0,600.0
E00841,Lic. Alberto Durán,S011,Cashier,75,8,8,0,600,0.0,600.0
E00842,David Francisco Franco Santiago,S011,Supervisor,120,48,48,0,5760,0.0,5760.0
E00843,Mario Gómez Patiño,S011,Cashier,75,8,8,0,600,0.0,600.0
E00844,Jesús Jaime Saldivar,S011,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00848,Yuridia Florencia Murillo,S011,Stock,65,16,16,0,1040,0.0,1040.0
E00849,Sr. Alonso Elizondo,S011,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00850,David Granados,S011,Customer Service,85,32,32,0,2720,0.0,2720.0
E00851,Julio César Claudio Mesa,S011,Stock,65,8,8,0,520,0.0,520.0
E00853,María del Carmen Ozuna Loera,S011,Stock,65,8,8,0,520,0.0,520.0
E00860,Anel Escobar Montañez,S011,Customer Service,85,24,24,0,2040,0.0,2040.0
E00871,Sr. Espartaco Estrada,S011,Customer Service,85,8,8,0,680,0.0,680.0
E00875,Sra. Aida Sisneros,S011,Customer Service,85,8,8,0,680,0.0,680.0
E00880,Amalia Amelia Bétancourt,S011,Supervisor,120,24,24,0,2880,0.0,2880.0
E00881,Marcos Pedro Bonilla,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00882,Federico Jerónimo Peña,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00883,Sra. Miriam Adame,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00884,Espartaco Mauro Arroyo,S012,Stock,65,56,48,8,3120,1040.0,4160.0
E00885,Julio César Vega Romo,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00886,Andrés Clemente Montoya,S012,Stock,65,56,48,8,3120,1040.0,4160.0
E00887,Anabel Salcido Treviño,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00888,Gerardo Palomo Echeverría,S012,Stock,65,56,48,8,3120,1040.0,4160.0
E00889,Lic. Marcos Patiño,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00890,Karla Rentería,S012,Stock,65,56,48,8,3120,1040.0,4160.0
E00891,Berta Margarita Enríquez Gamez,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00892,Norma Becerra,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00893,Berta Anel Gaitán Pantoja,S012,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00894,Mateo Lovato Benítez,S012,Stock,65,40,40,0,2600,0.0,2600.0
E00895,Olivia Marisol Huerta,S012,Stock,65,24,24,0,1560,0.0,1560.0
E00896,Eduardo Esteban Anguiano Anguiano,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00897,Anel Navarro Solorzano,S012,Floor,70,56,48,8,3360,1120.0,4480.0
E00898,José Emilio Víctor Serrano Nieto,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00899,Alfonso Leiva,S012,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00900,Andrés Perales,S012,Supervisor,120,48,48,0,5760,0.0,5760.0
E00901,Joaquín Guillermo Nieves,S012,Floor,70,40,40,0,2800,0.0,2800.0
E00902,Hernán Acevedo Ramón,S012,Stock,65,8,8,0,520,0.0,520.0
E00903,Fidel Colón Gutiérrez,S012,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00904,Inés Hilda Romo Verduzco,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00905,Homero Delgado Barraza,S012,Supervisor,120,24,24,0,2880,0.0,2880.0
E00906,Clara Valdivia,S012,Floor,70,24,24,0,1680,0.0,1680.0
E00907,Srita. Silvia Montero,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00908,Lilia Jaimes,S012,Stock,65,8,8,0,520,0.0,520.0
E00909,Isabela Contreras,S012,Floor,70,24,24,0,1680,0.0,1680.0
E00910,Modesto Adalberto Lucio,S012,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00911,Frida Diana Burgos,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00912,Víctor Díaz de la Garza,S012,Floor,70,8,8,0,560,0.0,560.0
E00913,Ing. Eric Sierra,S012,Floor,70,8,8,0,560,0.0,560.0
E00914,Lic. Luis Páez,S012,Floor,70,8,8,0,560,0.0,560.0
E00915,Jesús Lerma,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00917,Aldo Humberto Quintanilla,S012,Cashier,75,56,48,8,3600,1200.0,4800.0
E00918,Sr. Jos Barrios,S012,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00920,Carla Estefanía Juárez Salcido,S012,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00926,Manuel Zeferino Alva,S012,Cashier,75,40,40,0,3000,0.0,3000.0
E00927,Eugenio Saiz Corral,S012,Cashier,75,32,32,0,2400,0.0,2400.0
E00928,Mateo Adán Contreras,S012,Cashier,75,24,24,0,1800,0.0,1800.0
E00929,Cristal Ofelia Niño Valles,S012,Cashier,75,24,24,0,1800,0.0,1800.0
E00933,Ing. José María Cabrera,S012,Cashier,75,16,16,0,1200,0.0,1200.0
E00937,Pascual Orta,S012,Cashier,75,8,8,0,600,0.0,600.0
E00941,Maximiliano Mauro Barela Sarabia,S012,Cashier,75,8,8,0,600,0.0,600.0
E00943,Sra. Amalia Ontiveros,S012,Cashier,75,8,8,0,600,0.0,600.0
E00952,Elsa Cecilia Rael,S012,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00961,Jos Gonzalo Concepción,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00962,Sra. Berta Peña,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00963,Srita. Magdalena Vélez,S013,Stock,65,56,48,8,3120,1040.0,4160.0
E00964,Margarita Cecilia Figueroa Valadez,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00965,Mitzy Cecilia Becerra,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00966,Gilberto David Sevilla,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00967,Jaime Holguín,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00968,Lic. Abelardo Colón,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00969,Ing. Sara Correa,S013,Stock,65,56,48,8,3120,1040.0,4160.0
E00970,Dolores Zelaya,S013,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00971,Vanesa Concepción Mercado,S013,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00972,Carolina Esparza,S013,Supervisor,120,56,48,8,5760,1920.0,7680.0
E00973,Esther María Cristina Juárez,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00974,Susana Cynthia Benavídez Casárez,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00975,Flavio Pablo Ocampo García,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00976,Hugo Israel Cabán Cruz,S013,Stock,65,56,48,8,3120,1040.0,4160.0
E00977,Abril Elvira Carreón,S013,Supervisor,120,48,48,0,5760,0.0,5760.0
E00978,Ruby Isabel Aguayo Pineda,S013,Stock,65,56,48,8,3120,1040.0,4160.0
E00979,Eugenio de Anda Aparicio,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00980,Natalia Nava Roldán,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00981,Srita. Cynthia Patiño,S013,Floor,70,56,48,8,3360,1120.0,4480.0
E00982,Irma Elena Villareal Ocampo,S013,Floor,70,40,40,0,2800,0.0,2800.0
E00983,Mónica Mendoza Llamas,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00984,Esmeralda Ayala,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00985,Mónica Bermúdez,S013,Floor,70,24,24,0,1680,0.0,1680.0
E00986,Hilda Victoria Monroy Rael,S013,Cashier,75,56,48,8,3600,1200.0,4800.0
E00987,Luz María Elena Urías Carbajal,S013,Cashier,75,40,40,0,3000,0.0,3000.0
E00988,Espartaco Leonel Noriega Partida,S013,Floor,70,16,16,0,1120,0.0,1120.0
E00989,Dra. Norma Núñez,S013,Floor,70,8,8,0,560,0.0,560.0
E00990,David Lozada Arellano,S013,Floor,70,8,8,0,560,0.0,560.0
E00991,Darío Rufino Carvajal,S013,Cashier,75,40,40,0,3000,0.0,3000.0
E00992,Aldo Abelardo Maestas,S013,Supervisor,120,24,24,0,2880,0.0,2880.0
E00993,Ramiro Renato Mares Pedroza,S013,Floor,70,8,8,0,560,0.0,560.0
E00994,Zeferino Zelaya Nieves,S013,Stock,65,40,40,0,2600,0.0,2600.0
E00995,Mariana Romo,S013,Cashier,75,24,24,0,1800,0.0,1800.0
E00996,Aida Monroy Barrientos,S013,Stock,65,16,16,0,1040,0.0,1040.0
E00997,Nancy María Luisa Vaca Estévez,S013,Stock,65,8,8,0,520,0.0,520.0
E00998,Adán Quintero,S013,Customer Service,85,56,48,8,4080,1360.0,5440.0
E00999,Helena Espinoza,S013,Stock,65,8,8,0,520,0.0,520.0
E01001,Sra. Adriana Pantoja,S013,Cashier,75,16,16,0,1200,0.0,1200.0
E01005,Barbara Magdalena Escamilla,S013,Cashier,75,8,8,0,600,0.0,600.0
E01022,Dr. Abelardo del Río,S013,Cashier,75,8,8,0,600,0.0,600.0
E01023,Ing. Diana Godínez,S013,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01024,Gregorio Arreola,S013,Cashier,75,8,8,0,600,0.0,600.0
E01026,Sofía Nancy Rincón Figueroa,S013,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01032,Vicente Tomás Chávez,S013,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01033,Abelardo Rentería,S013,Cashier,75,8,8,0,600,0.0,600.0
E01041,Delia Minerva Vázquez,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01042,Srita. Nelly Palomino,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01043,Ruby Marisol Menchaca Sevilla,S014,Stock,65,56,48,8,3120,1040.0,4160.0
E01044,Cecilia Nayeli Sanches Avilés,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01045,Hermelinda Irizarry,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01046,Humberto Tirado,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01047,Gilberto Manuel Acevedo Segovia,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01048,Sr. Gerardo Enríquez,S014,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01049,Diana Leal Zelaya,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01050,Maximiliano Jaime Feliciano,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01051,Lic. Gloria Montalvo,S014,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01052,Ernesto Cervantes Sanches,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01053,Ing. Aurelio Zaragoza,S014,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01054,Zacarías Gilberto Castillo,S014,Stock,65,56,48,8,3120,1040.0,4160.0
E01055,Jorge Luis Jerónimo Salazar,S014,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01056,Yeni Alma Baca Alejandro,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01057,Adriana Rivera Pulido,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01058,Josefina María Cristina Muro Nevárez,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01059,Aurora Rebeca Garrido Rivero,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01060,Zacarías Benito Urbina,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01061,Rosa Luz Mena,S014,Stock,65,56,48,8,3120,1040.0,4160.0
E01062,Miguel Ángel Caraballo Montes,S014,Floor,70,56,48,8,3360,1120.0,4480.0
E01063,Eduardo Aguilar,S014,Stock,65,56,48,8,3120,1040.0,4160.0
E01064,Arturo Oswaldo Saavedra Treviño,S014,Cashier,75,56,48,8,3600,1200.0,4800.0
E01065,Sra. Judith Laboy,S014,Supervisor,120,48,48,0,5760,0.0,5760.0
E01066,Carla Pizarro Bravo,S014,Cashier,75,40,40,0,3000,0.0,3000.0
E01067,Horacio Guerra,S014,Floor,70,32,32,0,2240,0.0,2240.0
E01068,Abigail Gamboa Mireles,S014,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01069,Javier Amador Almanza Montero,S014,Stock,65,40,40,0,2600,0.0,2600.0
E01070,Óliver Emilio Loera,S014,Cashier,75,24,24,0,1800,0.0,1800.0
E01071,Nadia Amalia Dueñas Zelaya,S014,Cashier,75,24,24,0,1800,0.0,1800.0
E01072,Ramón Evelio Naranjo Batista,S014,Supervisor,120,24,24,0,2880,0.0,2880.0
E01073,Cecilia Arcelia Gaytán,S014,Floor,70,24,24,0,1680,0.0,1680.0
E01074,Ramón José Luis Ballesteros Jasso,S014,Stock,65,16,16,0,1040,0.0,1040.0
E01075,Nelly Guadalupe Esquibel Calvillo,S014,Cashier,75,24,24,0,1800,0.0,1800.0
E01077,Ing. José Carlos Irizarry,S014,Stock,65,8,8,0,520,0.0,520.0
E01078,Gustavo Pacheco,S014,Cashier,75,16,16,0,1200,0.0,1200.0
E01079,Ing. Marco Antonio Lovato,S014,Stock,65,8,8,0,520,0.0,520.0
E01080,Elsa Aguirre de la Torre,S014,Cashier,75,8,8,0,600,0.0,600.0
E01081,Úrsula Avilés,S014,Cashier,75,8,8,0,600,0.0,600.0
E01082,Adán Rivera Alonso,S014,Floor,70,16,16,0,1120,0.0,1120.0
E01083,Elena Luisa Esquibel Córdova,S014,Floor,70,8,8,0,560,0.0,560.0
E01084,Judith Violeta Zelaya Rodarte,S014,Floor,70,8,8,0,560,0.0,560.0
E01085,José Eduardo Loya Ortiz,S014,Floor,70,8,8,0,560,0.0,560.0
E01088,Yeni Rojas,S014,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01090,Angélica Caridad Barragán Cardona,S014,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01101,Clemente Montez,S014,Customer Service,85,40,40,0,3400,0.0,3400.0
E01114,Dr. Armando Olivares,S014,Customer Service,85,24,24,0,2040,0.0,2040.0
E01121,Lic. Rubén Pacheco,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01122,Dr. Silvano Amaya,S015,Stock,65,56,48,8,3120,1040.0,4160.0
E01123,Gustavo Arturo Olivera,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01124,Javier del Río,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01125,Lic. Samuel Ayala,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01126,Esmeralda Hermelinda Posada Alonzo,S015,Stock,65,56,48,8,3120,1040.0,4160.0
E01127,Dra. Adriana Riojas,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01128,Renato Enrique Arriaga,S015,Stock,65,56,48,8,3120,1040.0,4160.0
E01129,Cornelio Collazo Báez,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01130,Genaro Serafín Alonso,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01131,Inés Luevano Lara,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01132,Mayte Marisol Gallardo,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01133,Amador Fidel Benavides Nazario,S015,Floor,70,56,48,8,3360,1120.0,4480.0
E01134,Srita. Adela Carrero,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01135,Elvira Concepción,S015,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01136,Verónica Márquez Villalobos,S015,Floor,70,40,40,0,2800,0.0,2800.0
E01137,Felipe Pichardo Tovar,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01138,Leonel Lucas Abreu,S015,Floor,70,24,24,0,1680,0.0,1680.0
E01139,Lorena Linda Quiñónez Campos,S015,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01140,Estefanía Aldonza Fierro,S015,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01141,Ing. Ramiro Ceja,S015,Stock,65,56,48,8,3120,1040.0,4160.0
E01142,Violeta Villanueva,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01143,Dra. Karina Marín,S015,Stock,65,40,40,0,2600,0.0,2600.0
E01144,René Carrión,S015,Stock,65,16,16,0,1040,0.0,1040.0
E01145,Aldo Luis Manuel Ávila Gallardo,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01146,Ilse Carbajal,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01147,Estefanía Arellano Muro,S015,Floor,70,16,16,0,1120,0.0,1120.0
E01148,Sra. Irene Rodarte,S015,Stock,65,8,8,0,520,0.0,520.0
E01149,Dra. Nancy Rocha,S015,Floor,70,8,8,0,560,0.0,560.0
E01150,Miguel Vigil Tórrez,S015,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01151,Úrsula Blanca Romo Carmona,S015,Supervisor,120,48,48,0,5760,0.0,5760.0
E01152,Daniela Karla Esparza,S015,Stock,65,8,8,0,520,0.0,520.0
E01153,Reynaldo Gonzalo Cotto,S015,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01154,Olivia Villalpando,S015,Cashier,75,56,48,8,3600,1200.0,4800.0
E01155,Francisco Ávila,S015,Floor,70,8,8,0,560,0.0,560.0
E01156,Lic. Enrique Apodaca,S015,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01158,Jacinto Aguayo,S015,Cashier,75,40,40,0,3000,0.0,3000.0
E01160,Lucía Bianca Ayala Verdugo,S015,Cashier,75,24,24,0,1800,0.0,1800.0
E01161,Sra. Sofía Valdez,S015,Cashier,75,24,24,0,1800,0.0,1800.0
E01162,Cynthia Baeza,S015,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01163,Cornelio Jaime Cardenas,S015,Supervisor,120,16,16,0,1920,0.0,1920.0
E01165,Ruby Victoria Mascareñas,S015,Customer Service,85,32,32,0,2720,0.0,2720.0
E01166,Helena Catalina Sierra Téllez,S015,Cashier,75,16,16,0,1200,0.0,1200.0
E01168,Camilo Carrión,S015,Floor,70,8,8,0,560,0.0,560.0
E01169,Juan Carlos Murillo Preciado,S015,Cashier,75,8,8,0,600,0.0,600.0
E01172,Claudio Marco Antonio Ríos Quiñónez,S015,Customer Service,85,24,24,0,2040,0.0,2040.0
E01173,Lic. Armando Quiñones,S015,Cashier,75,8,8,0,600,0.0,600.0
E01174,Adán Gerónimo Escobedo,S015,Cashier,75,8,8,0,600,0.0,600.0
E01180,Cornelio Mariano Grijalva Trejo,S015,Cashier,75,8,8,0,600,0.0,600.0
E01185,Mauricio Agustín Tovar,S015,Customer Service,85,16,16,0,1360,0.0,1360.0
E01186,Miguel Ángel Felix Leiva Olivera,S015,Customer Service,85,8,8,0,680,0.0,680.0
E01201,Ing. Benjamín Velasco,S016,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01202,Enrique de la Rosa Véliz,S016,Stock,65,56,48,8,3120,1040.0,4160.0
E01203,Amalia Vigil,S016,Floor,70,56,48,8,3360,1120.0,4480.0
E01204,Karla Elisa Ramos Cedillo,S016,Stock,65,56,48,8,3120,1040.0,4160.0
E01205,Jaqueline Ordóñez Saiz,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01206,Lic. José Carlos Quiñones,S016,Floor,70,56,48,8,3360,1120.0,4480.0
E01207,Ing. Juan Reyes,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01208,Lic. María Luisa Olivas,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01209,Dulce Pamela Sepúlveda,S016,Floor,70,56,48,8,3360,1120.0,4480.0
E01210,Elena Elvia Cotto,S016,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01211,Concepción Elvira Posada,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01212,Gabino Jacinto Chavarría,S016,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01213,Mauricio Wilfrido Farías del Valle,S016,Supervisor,120,56,48,8,5760,1920.0,7680.0
